anc.pop	admx.pop	sex	proportion	norm.proportion	bootstrap
African	ACB	m	0.357	0.360606060606061	643
Native_American	ASW	f	0.008	0.00801603206412826	643
European	ASW	f	0.068	0.0681362725450902	643
African	ASW	f	0.423	0.423847695390782	643
Native_American	ASW	m	0.042	0.0419161676646707	643
European	ASW	m	0.144	0.143712574850299	643
African	ASW	m	0.315	0.31437125748503	643
Native_American	CLM	f	0.252	0.266949152542373	643
European	CLM	f	0.169	0.179025423728814	643
African	CLM	f	0.051	0.0540254237288136	643
Native_American	CLM	m	0	0	643
European	CLM	m	0.5	0.473484848484848	643
African	CLM	m	0.028	0.0265151515151515	643
Native_American	MXL	f	0.421	0.421	643
European	MXL	f	0.073	0.073	643
African	MXL	f	0.006	0.006	643
Native_American	MXL	m	0.069	0.069	643
European	MXL	m	0.395	0.395	643
African	MXL	m	0.036	0.036	643
Native_American	PEL	f	0.5	0.493096646942801	643
European	PEL	f	0	0	643
African	PEL	f	0.007	0.00690335305719921	643
Native_American	PEL	m	0.263	0.266194331983806	643
European	PEL	m	0.209	0.211538461538462	643
African	PEL	m	0.022	0.0222672064777328	643
Native_American	PUR	f	0.13	0.13	643
European	PUR	f	0.248	0.248	643
African	PUR	f	0.122	0.122	643
Native_American	PUR	m	0	0	643
European	PUR	m	0.5	0.5	643
African	PUR	m	0	0	643
Native_American	ACB	f	0.001	0.000998003992015968	644
European	ACB	f	0	0	644
African	ACB	f	0.5	0.499001996007984	644
Native_American	ACB	m	0	0	644
European	ACB	m	0.123	0.123246492985972	644
African	ACB	m	0.376	0.376753507014028	644
Native_American	ASW	f	0.002	0.00199600798403194	644
European	ASW	f	0.027	0.0269461077844311	644
African	ASW	f	0.472	0.471057884231537	644
Native_American	ASW	m	0.022	0.0220440881763527	644
European	ASW	m	0.179	0.17935871743487	644
African	ASW	m	0.298	0.298597194388778	644
Native_American	CLM	f	0.26	0.26	644
European	CLM	f	0.164	0.164	644
African	CLM	f	0.076	0.076	644
Native_American	CLM	m	0	0	644
European	CLM	m	0.5	0.5	644
African	CLM	m	0	0	644
Native_American	MXL	f	0.405	0.403386454183267	644
European	MXL	f	0.088	0.0876494023904382	644
African	MXL	f	0.009	0.00896414342629482	644
Native_American	MXL	m	0.075	0.0754527162977867	644
European	MXL	m	0.387	0.389336016096579	644
African	MXL	m	0.035	0.0352112676056338	644
Native_American	PEL	f	0.5	0.469924812030075	644
European	PEL	f	0	0	644
African	PEL	f	0.032	0.0300751879699248	644
Native_American	PEL	m	0.24	0.256959314775161	644
European	PEL	m	0.227	0.243040685224839	644
African	PEL	m	0	0	644
Native_American	PUR	f	0.134	0.154377880184332	644
European	PUR	f	0.221	0.254608294930876	644
African	PUR	f	0.079	0.0910138248847926	644
Native_American	PUR	m	0	0	644
European	PUR	m	0.497	0.438271604938272	644
African	PUR	m	0.07	0.0617283950617284	644
Native_American	ACB	f	0.004	0.00396825396825397	645
European	ACB	f	0	0	645
African	ACB	f	0.5	0.496031746031746	645
Native_American	ACB	m	0	0	645
European	ACB	m	0.11	0.110887096774194	645
African	ACB	m	0.386	0.389112903225806	645
Native_American	ASW	f	0	0	645
European	ASW	f	0.062	0.0603112840466926	645
African	ASW	f	0.452	0.439688715953307	645
Native_American	ASW	m	0.045	0.0462962962962963	645
European	ASW	m	0.137	0.140946502057613	645
African	ASW	m	0.304	0.312757201646091	645
Native_American	CLM	f	0.264	0.304147465437788	645
European	CLM	f	0.155	0.178571428571429	645
African	CLM	f	0.015	0.0172811059907834	645
Native_American	CLM	m	0	0	645
European	CLM	m	0.488	0.431095406360424	645
African	CLM	m	0.078	0.068904593639576	645
Native_American	MXL	f	0.397	0.397795591182365	645
European	MXL	f	0.088	0.0881763527054108	645
African	MXL	f	0.014	0.0140280561122244	645
Native_American	MXL	m	0.113	0.112549800796813	645
European	MXL	m	0.363	0.361553784860558	645
African	MXL	m	0.026	0.0258964143426295	645
Native_American	PEL	f	0.5	0.484496124031008	645
European	PEL	f	0	0	645
African	PEL	f	0.016	0.0155038759689922	645
Native_American	PEL	m	0.281	0.290890269151139	645
European	PEL	m	0.186	0.192546583850932	645
African	PEL	m	0.016	0.0165631469979296	645
Native_American	PUR	f	0.127	0.141425389755011	645
European	PUR	f	0.224	0.249443207126949	645
African	PUR	f	0.098	0.10913140311804	645
Native_American	PUR	m	0	0	645
European	PUR	m	0.5	0.454545454545455	645
African	PUR	m	0.05	0.0454545454545455	645
Native_American	ACB	f	0.003	0.00306122448979592	646
European	ACB	f	0.019	0.0193877551020408	646
African	ACB	f	0.468	0.477551020408163	646
Native_American	ACB	m	0	0	646
European	ACB	m	0.088	0.086105675146771	646
African	ACB	m	0.423	0.413894324853229	646
Native_American	ASW	f	0.033	0.0331991951710262	646
European	ASW	f	0.028	0.028169014084507	646
African	ASW	f	0.436	0.438631790744467	646
Native_American	ASW	m	0	0	646
European	ASW	m	0.169	0.168326693227092	646
African	ASW	m	0.333	0.331673306772908	646
Native_American	CLM	f	0.259	0.265368852459016	646
European	CLM	f	0.166	0.170081967213115	646
African	CLM	f	0.063	0.0645491803278689	646
Native_American	CLM	m	0	0	646
European	CLM	m	0.5	0.487329434697856	646
African	CLM	m	0.013	0.0126705653021443	646
Native_American	MXL	f	0.352	0.352	646
European	MXL	f	0.122	0.122	646
African	MXL	f	0.026	0.026	646
Native_American	MXL	m	0.173	0.173	646
European	MXL	m	0.31	0.31	646
African	MXL	m	0.017	0.017	646
Native_American	PEL	f	0.5	0.5	646
European	PEL	f	0	0	646
African	PEL	f	0	0	646
Native_American	PEL	m	0.253	0.253	646
European	PEL	m	0.208	0.208	646
African	PEL	m	0.039	0.039	646
Native_American	PUR	f	0.131	0.148863636363636	646
European	PUR	f	0.232	0.263636363636364	646
African	PUR	f	0.077	0.0875	646
Native_American	PUR	m	0	0	646
European	PUR	m	0.5	0.446428571428571	646
African	PUR	m	0.06	0.0535714285714286	646
Native_American	ACB	f	0.004	0.00396825396825397	647
European	ACB	f	0	0	647
African	ACB	f	0.5	0.496031746031746	647
Native_American	ACB	m	0	0	647
European	ACB	m	0.111	0.111895161290323	647
African	ACB	m	0.385	0.388104838709677	647
Native_American	ASW	f	0.041	0.0420944558521561	647
European	ASW	f	0.07	0.0718685831622177	647
African	ASW	f	0.376	0.386036960985626	647
Native_American	ASW	m	0	0	647
European	ASW	m	0.119	0.11598440545809	647
African	ASW	m	0.394	0.38401559454191	647
Native_American	CLM	f	0.272	0.279835390946502	647
European	CLM	f	0.149	0.153292181069959	647
African	CLM	f	0.065	0.0668724279835391	647
Native_American	CLM	m	0	0	647
European	CLM	m	0.5	0.486381322957198	647
African	CLM	m	0.014	0.0136186770428016	647
Native_American	MXL	f	0.411	0.412650602409639	647
European	MXL	f	0.067	0.0672690763052209	647
African	MXL	f	0.02	0.0200803212851406	647
Native_American	MXL	m	0.091	0.0906374501992032	647
European	MXL	m	0.391	0.389442231075697	647
African	MXL	m	0.02	0.0199203187250996	647
Native_American	PEL	f	0.5	0.477099236641221	647
European	PEL	f	0	0	647
African	PEL	f	0.024	0.0229007633587786	647
Native_American	PEL	m	0.273	0.286764705882353	647
European	PEL	m	0.193	0.202731092436975	647
African	PEL	m	0.01	0.0105042016806723	647
Native_American	PUR	f	0.134	0.134	647
European	PUR	f	0.247	0.247	647
African	PUR	f	0.119	0.119	647
Native_American	PUR	m	0	0	647
European	PUR	m	0.5	0.5	647
African	PUR	m	0	0	647
Native_American	ACB	f	0.005	0.005	648
European	ACB	f	0.004	0.004	648
African	ACB	f	0.491	0.491	648
Native_American	ACB	m	0	0	648
European	ACB	m	0.124	0.124	648
African	ACB	m	0.376	0.376	648
Native_American	ASW	f	0.04	0.0421940928270042	648
European	ASW	f	0.076	0.080168776371308	648
African	ASW	f	0.358	0.377637130801688	648
Native_American	ASW	m	0	0	648
European	ASW	m	0.139	0.13212927756654	648
African	ASW	m	0.387	0.36787072243346	648
Native_American	CLM	f	0.277	0.3140589569161	648
European	CLM	f	0.152	0.172335600907029	648
African	CLM	f	0.012	0.0136054421768707	648
Native_American	CLM	m	0	0	648
European	CLM	m	0.5	0.447227191413238	648
African	CLM	m	0.059	0.0527728085867621	648
Native_American	MXL	f	0.438	0.438877755511022	648
European	MXL	f	0.055	0.0551102204408818	648
African	MXL	f	0.006	0.00601202404809619	648
Native_American	MXL	m	0.084	0.0838323353293413	648
European	MXL	m	0.381	0.380239520958084	648
African	MXL	m	0.036	0.0359281437125749	648
Native_American	PEL	f	0.484	0.47265625	648
European	PEL	f	0	0	648
African	PEL	f	0.028	0.02734375	648
Native_American	PEL	m	0.277	0.283231083844581	648
European	PEL	m	0.212	0.216768916155419	648
African	PEL	m	0	0	648
Native_American	PUR	f	0.124	0.130526315789474	648
European	PUR	f	0.23	0.242105263157895	648
African	PUR	f	0.121	0.127368421052632	648
Native_American	PUR	m	0	0	648
European	PUR	m	0.5	0.476190476190476	648
African	PUR	m	0.025	0.0238095238095238	648
Native_American	ACB	f	0.002	0.00199203187250996	649
European	ACB	f	0	0	649
African	ACB	f	0.5	0.49800796812749	649
Native_American	ACB	m	0	0	649
European	ACB	m	0.12	0.120481927710843	649
African	ACB	m	0.378	0.379518072289157	649
Native_American	ASW	f	0.016	0.0176600441501104	649
European	ASW	f	0.043	0.0474613686534216	649
African	ASW	f	0.394	0.434878587196468	649
Native_American	ASW	m	0	0	649
European	ASW	m	0.165	0.150547445255474	649
African	ASW	m	0.383	0.349452554744526	649
Native_American	CLM	f	0.27	0.292207792207792	649
European	CLM	f	0.141	0.152597402597403	649
African	CLM	f	0.051	0.0551948051948052	649
Native_American	CLM	m	0	0	649
European	CLM	m	0.5	0.465549348230912	649
African	CLM	m	0.037	0.0344506517690875	649
Native_American	MXL	f	0.491	0.480430528375734	649
European	MXL	f	0	0	649
African	MXL	f	0.02	0.0195694716242661	649
Native_American	MXL	m	0	0	649
European	MXL	m	0.466	0.475510204081633	649
African	MXL	m	0.024	0.0244897959183673	649
Native_American	PEL	f	0.5	0.47438330170778	649
European	PEL	f	0	0	649
African	PEL	f	0.027	0.0256166982922201	649
Native_American	PEL	m	0.278	0.293868921775899	649
European	PEL	m	0.189	0.199788583509514	649
African	PEL	m	0.006	0.00634249471458774	649
Native_American	PUR	f	0.125	0.125	649
European	PUR	f	0.243	0.243	649
African	PUR	f	0.132	0.132	649
Native_American	PUR	m	0	0	649
European	PUR	m	0.5	0.5	649
African	PUR	m	0	0	649
Native_American	ACB	f	0.002	0.00199203187250996	650
European	ACB	f	0	0	650
African	ACB	f	0.5	0.49800796812749	650
Native_American	ACB	m	0	0	650
European	ACB	m	0.117	0.117469879518072	650
African	ACB	m	0.381	0.382530120481928	650
Native_American	ASW	f	0.023	0.0253863134657837	650
European	ASW	f	0.025	0.0275938189845475	650
African	ASW	f	0.405	0.447019867549669	650
Native_American	ASW	m	0	0	650
European	ASW	m	0.17	0.155393053016453	650
African	ASW	m	0.377	0.344606946983547	650
Native_American	CLM	f	0.246	0.282758620689655	650
European	CLM	f	0.166	0.190804597701149	650
African	CLM	f	0.023	0.0264367816091954	650
Native_American	CLM	m	0	0	650
European	CLM	m	0.5	0.441696113074205	650
African	CLM	m	0.066	0.0583038869257951	650
Native_American	MXL	f	0.487	0.5	650
European	MXL	f	0	0	650
African	MXL	f	0	0	650
Native_American	MXL	m	0	0	650
European	MXL	m	0.47	0.458984375	650
African	MXL	m	0.042	0.041015625	650
Native_American	PEL	f	0.459	0.472222222222222	650
European	PEL	f	0	0	650
African	PEL	f	0.027	0.0277777777777778	650
Native_American	PEL	m	0.301	0.292233009708738	650
European	PEL	m	0.214	0.207766990291262	650
African	PEL	m	0	0	650
Native_American	PUR	f	0.133	0.133266533066132	650
European	PUR	f	0.228	0.228456913827655	650
African	PUR	f	0.138	0.138276553106212	650
Native_American	PUR	m	0	0	650
European	PUR	m	0.5	0.5	650
African	PUR	m	0	0	650
Native_American	ACB	f	0.002	0.002	651
European	ACB	f	0	0	651
African	ACB	f	0.498	0.498	651
Native_American	ACB	m	0	0	651
European	ACB	m	0.122	0.122	651
African	ACB	m	0.378	0.378	651
Native_American	ASW	f	0	0	651
European	ASW	f	0.085	0.0825242718446602	651
African	ASW	f	0.43	0.41747572815534	651
Native_American	ASW	m	0.057	0.0587628865979382	651
European	ASW	m	0.106	0.109278350515464	651
African	ASW	m	0.322	0.331958762886598	651
Native_American	CLM	f	0.251	0.275219298245614	651
European	CLM	f	0.163	0.178728070175439	651
African	CLM	f	0.042	0.0460526315789474	651
Native_American	CLM	m	0	0	651
European	CLM	m	0.5	0.459558823529412	651
African	CLM	m	0.044	0.0404411764705882	651
Native_American	MXL	f	0.45	0.45	651
European	MXL	f	0.026	0.026	651
African	MXL	f	0.024	0.024	651
Native_American	MXL	m	0.036	0.036	651
European	MXL	m	0.442	0.442	651
African	MXL	m	0.022	0.022	651
Native_American	PEL	f	0.473	0.478744939271255	651
European	PEL	f	0	0	651
African	PEL	f	0.021	0.0212550607287449	651
Native_American	PEL	m	0.279	0.275691699604743	651
European	PEL	m	0.227	0.224308300395257	651
African	PEL	m	0	0	651
Native_American	PUR	f	0.128	0.15311004784689	651
European	PUR	f	0.228	0.272727272727273	651
African	PUR	f	0.062	0.0741626794258373	651
Native_American	PUR	m	0	0	651
European	PUR	m	0.5	0.429553264604811	651
African	PUR	m	0.082	0.070446735395189	651
Native_American	ACB	f	0.001	0.000998003992015968	652
European	ACB	f	0	0	652
African	ACB	f	0.5	0.499001996007984	652
Native_American	ACB	m	0	0	652
European	ACB	m	0.119	0.119238476953908	652
African	ACB	m	0.38	0.380761523046092	652
Native_American	ASW	f	0.029	0.0291750503018109	652
European	ASW	f	0.124	0.124748490945674	652
African	ASW	f	0.344	0.346076458752515	652
Native_American	ASW	m	0.009	0.00894632206759443	652
European	ASW	m	0.071	0.0705765407554672	652
African	ASW	m	0.423	0.420477137176938	652
Native_American	CLM	f	0.256	0.260692464358452	652
European	CLM	f	0.158	0.160896130346232	652
African	CLM	f	0.077	0.0784114052953157	652
Native_American	CLM	m	0	0	652
European	CLM	m	0.5	0.491159135559921	652
African	CLM	m	0.009	0.00884086444007859	652
Native_American	MXL	f	0.4	0.400801603206413	652
European	MXL	f	0.096	0.0961923847695391	652
African	MXL	f	0.003	0.0030060120240481	652
Native_American	MXL	m	0.083	0.0826693227091634	652
European	MXL	m	0.381	0.379482071713147	652
African	MXL	m	0.038	0.0378486055776892	652
Native_American	PEL	f	0.5	0.469924812030075	652
European	PEL	f	0	0	652
African	PEL	f	0.032	0.0300751879699248	652
Native_American	PEL	m	0.274	0.293361884368308	652
European	PEL	m	0.193	0.206638115631692	652
African	PEL	m	0	0	652
Native_American	PUR	f	0.127	0.146990740740741	652
European	PUR	f	0.232	0.268518518518519	652
African	PUR	f	0.073	0.0844907407407407	652
Native_American	PUR	m	0	0	652
European	PUR	m	0.5	0.440140845070423	652
African	PUR	m	0.068	0.0598591549295775	652
Native_American	ACB	f	0.003	0.00298210735586481	653
European	ACB	f	0	0	653
African	ACB	f	0.5	0.497017892644135	653
Native_American	ACB	m	0	0	653
European	ACB	m	0.116	0.116700201207243	653
African	ACB	m	0.381	0.383299798792757	653
Native_American	ASW	f	0.036	0.0378151260504202	653
European	ASW	f	0	0	653
African	ASW	f	0.44	0.46218487394958	653
Native_American	ASW	m	0	0	653
European	ASW	m	0.231	0.220419847328244	653
African	ASW	m	0.293	0.279580152671756	653
Native_American	CLM	f	0.241	0.284869976359338	653
European	CLM	f	0.182	0.215130023640662	653
African	CLM	f	0	0	653
Native_American	CLM	m	0	0	653
European	CLM	m	0.5	0.432525951557093	653
African	CLM	m	0.078	0.0674740484429066	653
Native_American	MXL	f	0.489	0.472920696324952	653
European	MXL	f	0	0	653
African	MXL	f	0.028	0.0270793036750484	653
Native_American	MXL	m	0	0	653
European	MXL	m	0.469	0.485507246376812	653
African	MXL	m	0.014	0.0144927536231884	653
Native_American	PEL	f	0.483	0.473529411764706	653
European	PEL	f	0	0	653
African	PEL	f	0.027	0.0264705882352941	653
Native_American	PEL	m	0.285	0.291411042944785	653
European	PEL	m	0.204	0.208588957055215	653
African	PEL	m	0	0	653
Native_American	PUR	f	0.136	0.136	653
European	PUR	f	0.232	0.232	653
African	PUR	f	0.132	0.132	653
Native_American	PUR	m	0	0	653
European	PUR	m	0.5	0.5	653
African	PUR	m	0	0	653
Native_American	ACB	f	0.002	0.00199203187250996	654
European	ACB	f	0	0	654
African	ACB	f	0.5	0.49800796812749	654
Native_American	ACB	m	0	0	654
European	ACB	m	0.115	0.115461847389558	654
African	ACB	m	0.383	0.384538152610442	654
Native_American	ASW	f	0.022	0.0219560878243513	654
European	ASW	f	0.025	0.0249500998003992	654
African	ASW	f	0.454	0.45309381237525	654
Native_American	ASW	m	0.018	0.0180360721442886	654
European	ASW	m	0.184	0.18436873747495	654
African	ASW	m	0.297	0.297595190380761	654
Native_American	CLM	f	0.241	0.266004415011037	654
European	CLM	f	0.171	0.188741721854305	654
African	CLM	f	0.041	0.0452538631346578	654
Native_American	CLM	m	0	0	654
European	CLM	m	0.5	0.457038391224863	654
African	CLM	m	0.047	0.0429616087751371	654
Native_American	MXL	f	0.467	0.467935871743487	654
European	MXL	f	0.008	0.00801603206412826	654
African	MXL	f	0.024	0.0240480961923848	654
Native_American	MXL	m	0.017	0.0169660678642715	654
European	MXL	m	0.468	0.467065868263473	654
African	MXL	m	0.016	0.0159680638722555	654
Native_American	PEL	f	0.5	0.473484848484848	654
European	PEL	f	0	0	654
African	PEL	f	0.028	0.0265151515151515	654
Native_American	PEL	m	0.263	0.278601694915254	654
European	PEL	m	0.209	0.221398305084746	654
African	PEL	m	0	0	654
Native_American	PUR	f	0.129	0.129778672032193	654
European	PUR	f	0.242	0.243460764587525	654
African	PUR	f	0.126	0.126760563380282	654
Native_American	PUR	m	0	0	654
European	PUR	m	0.5	0.497017892644135	654
African	PUR	m	0.003	0.00298210735586481	654
Native_American	ACB	f	0.003	0.00298210735586481	655
European	ACB	f	0	0	655
African	ACB	f	0.5	0.497017892644135	655
Native_American	ACB	m	0	0	655
European	ACB	m	0.107	0.107645875251509	655
African	ACB	m	0.39	0.392354124748491	655
Native_American	ASW	f	0.009	0.00884086444007859	655
European	ASW	f	0	0	655
African	ASW	f	0.5	0.491159135559921	655
Native_American	ASW	m	0.033	0.0336048879837067	655
European	ASW	m	0.22	0.224032586558045	655
African	ASW	m	0.238	0.242362525458248	655
Native_American	CLM	f	0.255	0.275377969762419	655
European	CLM	f	0.16	0.172786177105832	655
African	CLM	f	0.048	0.0518358531317495	655
Native_American	CLM	m	0	0	655
European	CLM	m	0.5	0.465549348230912	655
African	CLM	m	0.037	0.0344506517690875	655
Native_American	MXL	f	0.444	0.44578313253012	655
European	MXL	f	0.035	0.035140562248996	655
African	MXL	f	0.019	0.0190763052208835	655
Native_American	MXL	m	0.031	0.0308764940239044	655
European	MXL	m	0.447	0.445219123505976	655
African	MXL	m	0.024	0.0239043824701195	655
Native_American	PEL	f	0.5	0.495049504950495	655
European	PEL	f	0	0	655
African	PEL	f	0.005	0.00495049504950495	655
Native_American	PEL	m	0.254	0.256048387096774	655
European	PEL	m	0.213	0.214717741935484	655
African	PEL	m	0.029	0.0292338709677419	655
Native_American	PUR	f	0.135	0.145788336933045	655
European	PUR	f	0.232	0.250539956803456	655
African	PUR	f	0.096	0.103671706263499	655
Native_American	PUR	m	0	0	655
European	PUR	m	0.5	0.465549348230912	655
African	PUR	m	0.037	0.0344506517690875	655
Native_American	ACB	f	0.002	0.00199203187250996	656
European	ACB	f	0	0	656
African	ACB	f	0.5	0.49800796812749	656
Native_American	ACB	m	0	0	656
European	ACB	m	0.129	0.129518072289157	656
African	ACB	m	0.369	0.370481927710843	656
Native_American	ASW	f	0.023	0.0229540918163673	656
European	ASW	f	0.104	0.103792415169661	656
African	ASW	f	0.374	0.373253493013972	656
Native_American	ASW	m	0.01	0.0100200400801603	656
European	ASW	m	0.092	0.0921843687374749	656
African	ASW	m	0.397	0.397795591182365	656
Native_American	CLM	f	0.268	0.29646017699115	656
European	CLM	f	0.146	0.161504424778761	656
African	CLM	f	0.038	0.0420353982300885	656
Native_American	CLM	m	0	0	656
European	CLM	m	0.5	0.455373406193078	656
African	CLM	m	0.049	0.0446265938069217	656
Native_American	MXL	f	0.456	0.455089820359281	656
European	MXL	f	0.018	0.0179640718562874	656
African	MXL	f	0.027	0.0269461077844311	656
Native_American	MXL	m	0.037	0.0370741482965932	656
European	MXL	m	0.449	0.449899799599198	656
African	MXL	m	0.013	0.0130260521042084	656
Native_American	PEL	f	0.492	0.481409001956947	656
European	PEL	f	0	0	656
African	PEL	f	0.019	0.0185909980430528	656
Native_American	PEL	m	0.287	0.293456032719836	656
European	PEL	m	0.187	0.19120654396728	656
African	PEL	m	0.015	0.0153374233128834	656
Native_American	PUR	f	0.129	0.136075949367089	656
European	PUR	f	0.228	0.240506329113924	656
African	PUR	f	0.117	0.123417721518987	656
Native_American	PUR	m	0	0	656
European	PUR	m	0.5	0.476190476190476	656
African	PUR	m	0.025	0.0238095238095238	656
Native_American	ACB	f	0.002	0.00199203187250996	657
European	ACB	f	0	0	657
African	ACB	f	0.5	0.49800796812749	657
Native_American	ACB	m	0	0	657
European	ACB	m	0.125	0.125502008032129	657
African	ACB	m	0.373	0.374497991967871	657
Native_American	ASW	f	0.02	0.0202839756592292	657
European	ASW	f	0.001	0.00101419878296146	657
African	ASW	f	0.472	0.478701825557809	657
Native_American	ASW	m	0	0	657
European	ASW	m	0.223	0.219921104536489	657
African	ASW	m	0.284	0.280078895463511	657
Native_American	CLM	f	0.259	0.282751091703057	657
European	CLM	f	0.169	0.184497816593886	657
African	CLM	f	0.03	0.0327510917030568	657
Native_American	CLM	m	0	0	657
European	CLM	m	0.469	0.433456561922366	657
African	CLM	m	0.072	0.066543438077634	657
Native_American	MXL	f	0.416	0.416	657
European	MXL	f	0.05	0.05	657
African	MXL	f	0.034	0.034	657
Native_American	MXL	m	0.113	0.113	657
European	MXL	m	0.385	0.385	657
African	MXL	m	0.002	0.002	657
Native_American	PEL	f	0.498	0.477011494252874	657
European	PEL	f	0	0	657
African	PEL	f	0.024	0.0229885057471264	657
Native_American	PEL	m	0.275	0.28765690376569	657
European	PEL	m	0.203	0.21234309623431	657
African	PEL	m	0	0	657
Native_American	PUR	f	0.125	0.125	657
European	PUR	f	0.255	0.255	657
African	PUR	f	0.12	0.12	657
Native_American	PUR	m	0	0	657
European	PUR	m	0.5	0.5	657
African	PUR	m	0	0	657
Native_American	ACB	f	0.004	0.00396825396825397	658
European	ACB	f	0	0	658
African	ACB	f	0.5	0.496031746031746	658
Native_American	ACB	m	0	0	658
European	ACB	m	0.104	0.104838709677419	658
African	ACB	m	0.392	0.395161290322581	658
Native_American	ASW	f	0.038	0.0388548057259714	658
European	ASW	f	0.052	0.0531697341513292	658
African	ASW	f	0.399	0.407975460122699	658
Native_American	ASW	m	0	0	658
European	ASW	m	0.148	0.144814090019569	658
African	ASW	m	0.363	0.355185909980431	658
Native_American	CLM	f	0.268	0.268	658
European	CLM	f	0.163	0.163	658
African	CLM	f	0.069	0.069	658
Native_American	CLM	m	0	0	658
European	CLM	m	0.5	0.5	658
African	CLM	m	0	0	658
Native_American	MXL	f	0.399	0.399	658
European	MXL	f	0.073	0.073	658
African	MXL	f	0.028	0.028	658
Native_American	MXL	m	0.082	0.0821643286573146	658
European	MXL	m	0.407	0.407815631262525	658
African	MXL	m	0.01	0.0100200400801603	658
Native_American	PEL	f	0.5	0.484496124031008	658
European	PEL	f	0	0	658
African	PEL	f	0.016	0.0155038759689922	658
Native_American	PEL	m	0.262	0.270661157024793	658
European	PEL	m	0.222	0.229338842975207	658
African	PEL	m	0	0	658
Native_American	PUR	f	0.127	0.138344226579521	658
European	PUR	f	0.245	0.266884531590414	658
African	PUR	f	0.087	0.0947712418300654	658
Native_American	PUR	m	0	0	658
European	PUR	m	0.5	0.461254612546125	658
African	PUR	m	0.042	0.0387453874538745	658
Native_American	ACB	f	0.003	0.00298210735586481	659
European	ACB	f	0	0	659
African	ACB	f	0.5	0.497017892644135	659
Native_American	ACB	m	0	0	659
European	ACB	m	0.125	0.125754527162978	659
African	ACB	m	0.372	0.374245472837022	659
Native_American	ASW	f	0.034	0.0349075975359343	659
European	ASW	f	0.059	0.0605749486652977	659
African	ASW	f	0.394	0.404517453798768	659
Native_American	ASW	m	0	0	659
European	ASW	m	0.137	0.133528265107212	659
African	ASW	m	0.376	0.366471734892788	659
Native_American	CLM	f	0.257	0.28619153674833	659
European	CLM	f	0.171	0.190423162583519	659
African	CLM	f	0.021	0.0233853006681514	659
Native_American	CLM	m	0	0	659
European	CLM	m	0.5	0.453720508166969	659
African	CLM	m	0.051	0.0462794918330309	659
Native_American	MXL	f	0.486	0.486	659
European	MXL	f	0	0	659
African	MXL	f	0.014	0.014	659
Native_American	MXL	m	0	0	659
European	MXL	m	0.468	0.468	659
African	MXL	m	0.032	0.032	659
Native_American	PEL	f	0.497	0.467984934086629	659
European	PEL	f	0	0	659
African	PEL	f	0.034	0.032015065913371	659
Native_American	PEL	m	0.245	0.261194029850746	659
European	PEL	m	0.223	0.23773987206823	659
African	PEL	m	0.001	0.00106609808102345	659
Native_American	PUR	f	0.117	0.123157894736842	659
European	PUR	f	0.235	0.247368421052632	659
African	PUR	f	0.123	0.129473684210526	659
Native_American	PUR	m	0	0	659
European	PUR	m	0.5	0.476190476190476	659
African	PUR	m	0.025	0.0238095238095238	659
Native_American	ACB	f	0.002	0.00199203187250996	660
European	ACB	f	0	0	660
African	ACB	f	0.5	0.49800796812749	660
Native_American	ACB	m	0	0	660
European	ACB	m	0.134	0.134538152610442	660
African	ACB	m	0.364	0.365461847389558	660
Native_American	ASW	f	0.058	0.0584677419354839	660
European	ASW	f	0.06	0.0604838709677419	660
African	ASW	f	0.378	0.381048387096774	660
Native_American	ASW	m	0	0	660
European	ASW	m	0.144	0.142857142857143	660
African	ASW	m	0.36	0.357142857142857	660
Native_American	CLM	f	0.266	0.287878787878788	660
European	CLM	f	0.152	0.164502164502164	660
African	CLM	f	0.044	0.0476190476190476	660
Native_American	CLM	m	0	0	660
European	CLM	m	0.5	0.464684014869888	660
African	CLM	m	0.038	0.0353159851301115	660
Native_American	MXL	f	0.438	0.437125748502994	660
European	MXL	f	0.061	0.0608782435129741	660
African	MXL	f	0.002	0.00199600798403194	660
Native_American	MXL	m	0.086	0.0861723446893788	660
European	MXL	m	0.373	0.37374749498998	660
African	MXL	m	0.04	0.0400801603206413	660
Native_American	PEL	f	0.48	0.480961923847695	660
European	PEL	f	0.01	0.0100200400801603	660
African	PEL	f	0.009	0.00901803607214429	660
Native_American	PEL	m	0.318	0.316733067729084	660
European	PEL	m	0.169	0.168326693227092	660
African	PEL	m	0.015	0.0149402390438247	660
Native_American	PUR	f	0.123	0.130021141649049	660
European	PUR	f	0.239	0.252642706131078	660
African	PUR	f	0.111	0.117336152219873	660
Native_American	PUR	m	0	0	660
European	PUR	m	0.5	0.47438330170778	660
African	PUR	m	0.027	0.0256166982922201	660
Native_American	ACB	f	0.002	0.00199203187250996	661
European	ACB	f	0	0	661
African	ACB	f	0.5	0.49800796812749	661
Native_American	ACB	m	0	0	661
European	ACB	m	0.11	0.110441767068273	661
African	ACB	m	0.388	0.389558232931727	661
Native_American	ASW	f	0.031	0.031	661
European	ASW	f	0.085	0.085	661
African	ASW	f	0.384	0.384	661
Native_American	ASW	m	0.025	0.025	661
European	ASW	m	0.122	0.122	661
African	ASW	m	0.353	0.353	661
Native_American	CLM	f	0.256	0.269473684210526	661
European	CLM	f	0.18	0.189473684210526	661
African	CLM	f	0.039	0.0410526315789474	661
Native_American	CLM	m	0	0	661
