anc.pop	admx.pop	sex	proportion	norm.proportion	bootstrap
African	MXL	f	0	0	161
Native_American	MXL	m	0	0	161
European	MXL	m	0.477	0.458653846153846	161
African	MXL	m	0.043	0.0413461538461538	161
Native_American	PEL	f	0.426	0.482993197278912	161
European	PEL	f	0	0	161
African	PEL	f	0.015	0.0170068027210884	161
Native_American	PEL	m	0.371	0.331842576028623	161
European	PEL	m	0.188	0.168157423971377	161
African	PEL	m	0	0	161
Native_American	PUR	f	0.124	0.139013452914798	161
European	PUR	f	0.246	0.275784753363229	161
African	PUR	f	0.076	0.0852017937219731	161
Native_American	PUR	m	0	0	161
European	PUR	m	0.5	0.451263537906137	161
African	PUR	m	0.054	0.0487364620938628	161
Native_American	ACB	f	0.002	0.00199203187250996	162
European	ACB	f	0	0	162
African	ACB	f	0.5	0.49800796812749	162
Native_American	ACB	m	0	0	162
European	ACB	m	0.115	0.11569416498994	162
African	ACB	m	0.382	0.38430583501006	162
Native_American	ASW	f	0.019	0.0193877551020408	162
European	ASW	f	0.071	0.0724489795918367	162
African	ASW	f	0.4	0.408163265306122	162
Native_American	ASW	m	0	0	162
European	ASW	m	0.146	0.143137254901961	162
African	ASW	m	0.364	0.356862745098039	162
Native_American	CLM	f	0.257	0.257	162
European	CLM	f	0.17	0.17	162
African	CLM	f	0.073	0.073	162
Native_American	CLM	m	0	0	162
European	CLM	m	0.5	0.5	162
African	CLM	m	0	0	162
Native_American	MXL	f	0.473	0.5	162
European	MXL	f	0	0	162
African	MXL	f	0	0	162
Native_American	MXL	m	0	0	162
European	MXL	m	0.485	0.460151802656546	162
African	MXL	m	0.042	0.0398481973434535	162
Native_American	PEL	f	0.5	0.473484848484848	162
European	PEL	f	0	0	162
African	PEL	f	0.028	0.0265151515151515	162
Native_American	PEL	m	0.275	0.291313559322034	162
European	PEL	m	0.191	0.202330508474576	162
African	PEL	m	0.006	0.00635593220338983	162
Native_American	PUR	f	0.123	0.138202247191011	162
European	PUR	f	0.24	0.269662921348315	162
African	PUR	f	0.082	0.0921348314606742	162
Native_American	PUR	m	0	0	162
European	PUR	m	0.5	0.45045045045045	162
African	PUR	m	0.055	0.0495495495495495	162
Native_American	ACB	f	0.005	0.00495049504950495	163
European	ACB	f	0	0	163
African	ACB	f	0.5	0.495049504950495	163
Native_American	ACB	m	0	0	163
European	ACB	m	0.124	0.125252525252525	163
African	ACB	m	0.371	0.374747474747475	163
Native_American	ASW	f	0.028	0.0310421286031042	163
European	ASW	f	0.003	0.00332594235033259	163
African	ASW	f	0.42	0.465631929046563	163
Native_American	ASW	m	0	0	163
European	ASW	m	0.222	0.202185792349727	163
African	ASW	m	0.327	0.297814207650273	163
Native_American	CLM	f	0.263	0.278601694915254	163
European	CLM	f	0.169	0.179025423728814	163
African	CLM	f	0.04	0.0423728813559322	163
Native_American	CLM	m	0	0	163
European	CLM	m	0.492	0.465909090909091	163
African	CLM	m	0.036	0.0340909090909091	163
Native_American	MXL	f	0.489	0.491951710261569	163
European	MXL	f	0	0	163
African	MXL	f	0.008	0.00804828973843058	163
Native_American	MXL	m	0	0	163
European	MXL	m	0.469	0.466202783300199	163
African	MXL	m	0.034	0.0337972166998012	163
Native_American	PEL	f	0.5	0.473484848484848	163
European	PEL	f	0	0	163
African	PEL	f	0.028	0.0265151515151515	163
Native_American	PEL	m	0.259	0.274364406779661	163
European	PEL	m	0.213	0.225635593220339	163
African	PEL	m	0	0	163
Native_American	PUR	f	0.123	0.123	163
European	PUR	f	0.238	0.238	163
African	PUR	f	0.139	0.139	163
Native_American	PUR	m	0	0	163
European	PUR	m	0.5	0.5	163
African	PUR	m	0	0	163
Native_American	ACB	f	0.005	0.00495049504950495	164
European	ACB	f	0	0	164
African	ACB	f	0.5	0.495049504950495	164
Native_American	ACB	m	0	0	164
European	ACB	m	0.111	0.112121212121212	164
African	ACB	m	0.384	0.387878787878788	164
Native_American	ASW	f	0.031	0.031062124248497	164
European	ASW	f	0.072	0.0721442885771543	164
African	ASW	f	0.396	0.396793587174349	164
Native_American	ASW	m	0.02	0.0199600798403194	164
European	ASW	m	0.126	0.125748502994012	164
African	ASW	m	0.355	0.354291417165669	164
Native_American	CLM	f	0.252	0.253012048192771	164
European	CLM	f	0.165	0.16566265060241	164
African	CLM	f	0.081	0.0813253012048193	164
Native_American	CLM	m	0	0	164
European	CLM	m	0.5	0.497017892644135	164
African	CLM	m	0.003	0.00298210735586481	164
Native_American	MXL	f	0.365	0.364271457085828	164
European	MXL	f	0.136	0.135728542914172	164
African	MXL	f	0	0	164
Native_American	MXL	m	0.165	0.165330661322645	164
European	MXL	m	0.295	0.295591182364729	164
African	MXL	m	0.039	0.0390781563126252	164
Native_American	PEL	f	0.48	0.480961923847695	164
European	PEL	f	0	0	164
African	PEL	f	0.019	0.0190380761523046	164
Native_American	PEL	m	0.291	0.291	164
European	PEL	m	0.209	0.209	164
African	PEL	m	0	0	164
Native_American	PUR	f	0.129	0.150700934579439	164
European	PUR	f	0.217	0.253504672897196	164
African	PUR	f	0.082	0.0957943925233645	164
Native_American	PUR	m	0	0	164
European	PUR	m	0.5	0.437062937062937	164
African	PUR	m	0.072	0.0629370629370629	164
Native_American	ACB	f	0.003	0.00298210735586481	165
European	ACB	f	0	0	165
African	ACB	f	0.5	0.497017892644135	165
Native_American	ACB	m	0	0	165
European	ACB	m	0.124	0.124748490945674	165
African	ACB	m	0.373	0.375251509054326	165
Native_American	ASW	f	0.019	0.0188492063492063	165
European	ASW	f	0	0	165
African	ASW	f	0.485	0.481150793650794	165
Native_American	ASW	m	0.035	0.0352822580645161	165
European	ASW	m	0.238	0.23991935483871	165
African	ASW	m	0.223	0.224798387096774	165
Native_American	CLM	f	0.255	0.277777777777778	165
European	CLM	f	0.17	0.185185185185185	165
African	CLM	f	0.034	0.037037037037037	165
Native_American	CLM	m	0	0	165
European	CLM	m	0.5	0.462962962962963	165
African	CLM	m	0.04	0.037037037037037	165
Native_American	MXL	f	0.447	0.492290748898678	165
European	MXL	f	0.007	0.00770925110132159	165
African	MXL	f	0	0	165
Native_American	MXL	m	0	0	165
European	MXL	m	0.5	0.458715596330275	165
African	MXL	m	0.045	0.0412844036697248	165
Native_American	PEL	f	0.478	0.473267326732673	165
European	PEL	f	0	0	165
African	PEL	f	0.027	0.0267326732673267	165
Native_American	PEL	m	0.302	0.305050505050505	165
European	PEL	m	0.193	0.194949494949495	165
African	PEL	m	0	0	165
Native_American	PUR	f	0.127	0.133123689727463	165
European	PUR	f	0.228	0.238993710691824	165
African	PUR	f	0.122	0.127882599580713	165
Native_American	PUR	m	0	0	165
European	PUR	m	0.5	0.478011472275335	165
African	PUR	m	0.023	0.0219885277246654	165
Native_American	ACB	f	0.002	0.00199203187250996	166
European	ACB	f	0	0	166
African	ACB	f	0.5	0.49800796812749	166
Native_American	ACB	m	0	0	166
European	ACB	m	0.106	0.106425702811245	166
African	ACB	m	0.392	0.393574297188755	166
Native_American	ASW	f	0.018	0.0174757281553398	166
European	ASW	f	0	0	166
African	ASW	f	0.497	0.48252427184466	166
Native_American	ASW	m	0.015	0.0154639175257732	166
European	ASW	m	0.222	0.228865979381443	166
African	ASW	m	0.248	0.255670103092783	166
Native_American	CLM	f	0.264	0.273858921161826	166
European	CLM	f	0.154	0.159751037344398	166
African	CLM	f	0.064	0.0663900414937759	166
Native_American	CLM	m	0	0	166
European	CLM	m	0.5	0.482625482625483	166
African	CLM	m	0.018	0.0173745173745174	166
Native_American	MXL	f	0.456	0.472049689440994	166
European	MXL	f	0.013	0.0134575569358178	166
African	MXL	f	0.014	0.0144927536231884	166
Native_American	MXL	m	0	0	166
European	MXL	m	0.491	0.474854932301741	166
African	MXL	m	0.026	0.0251450676982592	166
Native_American	PEL	f	0.482	0.467961165048544	166
European	PEL	f	0	0	166
African	PEL	f	0.033	0.0320388349514563	166
Native_American	PEL	m	0.284	0.292181069958848	166
European	PEL	m	0.202	0.207818930041152	166
African	PEL	m	0	0	166
Native_American	PUR	f	0.132	0.135523613963039	166
European	PUR	f	0.228	0.234086242299795	166
African	PUR	f	0.127	0.130390143737166	166
Native_American	PUR	m	0	0	166
European	PUR	m	0.5	0.486381322957198	166
African	PUR	m	0.014	0.0136186770428016	166
Native_American	ACB	f	0.002	0.00199203187250996	167
European	ACB	f	0	0	167
African	ACB	f	0.5	0.49800796812749	167
Native_American	ACB	m	0	0	167
European	ACB	m	0.129	0.129258517034068	167
African	ACB	m	0.37	0.370741482965932	167
Native_American	ASW	f	0.031	0.030938123752495	167
European	ASW	f	0.073	0.0728542914171657	167
African	ASW	f	0.397	0.396207584830339	167
Native_American	ASW	m	0.027	0.0270541082164329	167
European	ASW	m	0.133	0.133266533066132	167
African	ASW	m	0.339	0.339679358717435	167
Native_American	CLM	f	0.228	0.228915662650602	167
European	CLM	f	0.191	0.191767068273092	167
African	CLM	f	0.079	0.0793172690763052	167
Native_American	CLM	m	0	0	167
European	CLM	m	0.5	0.499001996007984	167
African	CLM	m	0.001	0.000998003992015968	167
Native_American	MXL	f	0.425	0.420792079207921	167
European	MXL	f	0.08	0.0792079207920792	167
African	MXL	f	0	0	167
Native_American	MXL	m	0.074	0.0747474747474747	167
European	MXL	m	0.374	0.377777777777778	167
African	MXL	m	0.047	0.0474747474747475	167
Native_American	PEL	f	0.5	0.469924812030075	167
European	PEL	f	0	0	167
African	PEL	f	0.032	0.0300751879699248	167
Native_American	PEL	m	0.284	0.303418803418803	167
European	PEL	m	0.184	0.196581196581197	167
African	PEL	m	0	0	167
Native_American	PUR	f	0.125	0.134408602150538	167
European	PUR	f	0.227	0.244086021505376	167
African	PUR	f	0.113	0.121505376344086	167
Native_American	PUR	m	0	0	167
European	PUR	m	0.5	0.467289719626168	167
African	PUR	m	0.035	0.0327102803738318	167
Native_American	ACB	f	0.002	0.00202020202020202	168
European	ACB	f	0.009	0.00909090909090909	168
African	ACB	f	0.484	0.488888888888889	168
Native_American	ACB	m	0	0	168
European	ACB	m	0.094	0.0930693069306931	168
African	ACB	m	0.411	0.406930693069307	168
Native_American	ASW	f	0.045	0.0450901803607214	168
European	ASW	f	0.06	0.0601202404809619	168
African	ASW	f	0.394	0.394789579158317	168
Native_American	ASW	m	0.006	0.00598802395209581	168
European	ASW	m	0.148	0.147704590818363	168
African	ASW	m	0.347	0.346307385229541	168
Native_American	CLM	f	0.261	0.275898520084567	168
European	CLM	f	0.159	0.168076109936575	168
African	CLM	f	0.053	0.0560253699788583	168
Native_American	CLM	m	0	0	168
European	CLM	m	0.5	0.475285171102662	168
African	CLM	m	0.026	0.0247148288973384	168
Native_American	MXL	f	0.442	0.442	168
European	MXL	f	0.052	0.052	168
African	MXL	f	0.006	0.006	168
Native_American	MXL	m	0.001	0.001	168
European	MXL	m	0.457	0.457	168
African	MXL	m	0.042	0.042	168
Native_American	PEL	f	0.5	0.473484848484848	168
European	PEL	f	0	0	168
African	PEL	f	0.028	0.0265151515151515	168
Native_American	PEL	m	0.272	0.288135593220339	168
European	PEL	m	0.2	0.211864406779661	168
African	PEL	m	0	0	168
Native_American	PUR	f	0.13	0.138888888888889	168
European	PUR	f	0.223	0.238247863247863	168
African	PUR	f	0.115	0.122863247863248	168
Native_American	PUR	m	0	0	168
European	PUR	m	0.5	0.469924812030075	168
African	PUR	m	0.032	0.0300751879699248	168
Native_American	ACB	f	0.005	0.00495049504950495	169
European	ACB	f	0	0	169
African	ACB	f	0.5	0.495049504950495	169
Native_American	ACB	m	0	0	169
European	ACB	m	0.134	0.135353535353535	169
African	ACB	m	0.361	0.364646464646465	169
Native_American	ASW	f	0.013	0.013	169
European	ASW	f	0.086	0.086	169
African	ASW	f	0.401	0.401	169
Native_American	ASW	m	0.022	0.022	169
European	ASW	m	0.107	0.107	169
African	ASW	m	0.371	0.371	169
Native_American	CLM	f	0.255	0.284598214285714	169
European	CLM	f	0.161	0.1796875	169
African	CLM	f	0.032	0.0357142857142857	169
Native_American	CLM	m	0	0	169
European	CLM	m	0.488	0.442028985507246	169
African	CLM	m	0.064	0.0579710144927536	169
Native_American	MXL	f	0.373	0.37374749498998	169
European	MXL	f	0.105	0.105210420841683	169
African	MXL	f	0.021	0.0210420841683367	169
Native_American	MXL	m	0.146	0.145708582834331	169
European	MXL	m	0.334	0.333333333333333	169
African	MXL	m	0.021	0.0209580838323353	169
Native_American	PEL	f	0.5	0.5	169
European	PEL	f	0	0	169
African	PEL	f	0	0	169
Native_American	PEL	m	0.234	0.234	169
European	PEL	m	0.216	0.216	169
African	PEL	m	0.05	0.05	169
Native_American	PUR	f	0.132	0.140724946695096	169
European	PUR	f	0.222	0.236673773987207	169
African	PUR	f	0.115	0.122601279317697	169
Native_American	PUR	m	0	0	169
European	PUR	m	0.5	0.470809792843691	169
African	PUR	m	0.031	0.0291902071563089	169
Native_American	ACB	f	0.003	0.00298210735586481	170
European	ACB	f	0	0	170
African	ACB	f	0.5	0.497017892644135	170
Native_American	ACB	m	0	0	170
European	ACB	m	0.121	0.121730382293763	170
African	ACB	m	0.376	0.378269617706237	170
Native_American	ASW	f	0.05	0.0478011472275335	170
European	ASW	f	0	0	170
African	ASW	f	0.473	0.452198852772467	170
Native_American	ASW	m	0.017	0.0177824267782427	170
European	ASW	m	0.198	0.207112970711297	170
African	ASW	m	0.263	0.27510460251046	170
Native_American	CLM	f	0.247	0.263888888888889	170
European	CLM	f	0.172	0.183760683760684	170
African	CLM	f	0.049	0.0523504273504274	170
Native_American	CLM	m	0	0	170
European	CLM	m	0.5	0.469924812030075	170
African	CLM	m	0.032	0.0300751879699248	170
Native_American	MXL	f	0.455	0.478947368421053	170
European	MXL	f	0.004	0.00421052631578947	170
African	MXL	f	0.016	0.0168421052631579	170
Native_American	MXL	m	0	0	170
European	MXL	m	0.5	0.476190476190476	170
African	MXL	m	0.025	0.0238095238095238	170
Native_American	PEL	f	0.5	0.480769230769231	170
European	PEL	f	0	0	170
African	PEL	f	0.02	0.0192307692307692	170
Native_American	PEL	m	0.283	0.294791666666667	170
European	PEL	m	0.189	0.196875	170
African	PEL	m	0.008	0.00833333333333333	170
Native_American	PUR	f	0.129	0.129	170
European	PUR	f	0.232	0.232	170
African	PUR	f	0.139	0.139	170
Native_American	PUR	m	0	0	170
European	PUR	m	0.5	0.5	170
African	PUR	m	0	0	170
Native_American	ACB	f	0.005	0.00495049504950495	171
European	ACB	f	0	0	171
African	ACB	f	0.5	0.495049504950495	171
Native_American	ACB	m	0	0	171
European	ACB	m	0.132	0.133333333333333	171
African	ACB	m	0.363	0.366666666666667	171
Native_American	ASW	f	0.031	0.0324947589098533	171
European	ASW	f	0.069	0.0723270440251572	171
African	ASW	f	0.377	0.39517819706499	171
Native_American	ASW	m	0	0	171
European	ASW	m	0.147	0.140535372848948	171
African	ASW	m	0.376	0.359464627151052	171
Native_American	CLM	f	0.242	0.264192139737991	171
European	CLM	f	0.168	0.183406113537118	171
African	CLM	f	0.048	0.0524017467248908	171
Native_American	CLM	m	0	0	171
European	CLM	m	0.5	0.461254612546125	171
African	CLM	m	0.042	0.0387453874538745	171
Native_American	MXL	f	0.384	0.383233532934132	171
European	MXL	f	0.1	0.0998003992015968	171
African	MXL	f	0.017	0.0169660678642715	171
Native_American	MXL	m	0.093	0.093186372745491	171
European	MXL	m	0.385	0.385771543086172	171
African	MXL	m	0.021	0.0210420841683367	171
Native_American	PEL	f	0.5	0.479846449136276	171
European	PEL	f	0	0	171
African	PEL	f	0.021	0.0201535508637236	171
Native_American	PEL	m	0.263	0.274530271398747	171
European	PEL	m	0.216	0.225469728601253	171
African	PEL	m	0	0	171
Native_American	PUR	f	0.14	0.156599552572707	171
European	PUR	f	0.231	0.258389261744966	171
African	PUR	f	0.076	0.0850111856823266	171
Native_American	PUR	m	0	0	171
European	PUR	m	0.498	0.450271247739602	171
African	PUR	m	0.055	0.0497287522603978	171
Native_American	ACB	f	0.003	0.00298210735586481	172
European	ACB	f	0	0	172
African	ACB	f	0.5	0.497017892644135	172
Native_American	ACB	m	0	0	172
European	ACB	m	0.126	0.126760563380282	172
African	ACB	m	0.371	0.373239436619718	172
Native_American	ASW	f	0.051	0.0515151515151515	172
European	ASW	f	0.086	0.0868686868686869	172
African	ASW	f	0.358	0.361616161616162	172
Native_American	ASW	m	0	0	172
European	ASW	m	0.098	0.097029702970297	172
African	ASW	m	0.407	0.402970297029703	172
Native_American	CLM	f	0.249	0.249	172
European	CLM	f	0.179	0.179	172
African	CLM	f	0.072	0.072	172
Native_American	CLM	m	0	0	172
European	CLM	m	0.5	0.5	172
African	CLM	m	0	0	172
Native_American	MXL	f	0.412	0.410358565737052	172
European	MXL	f	0.09	0.0896414342629482	172
African	MXL	f	0	0	172
Native_American	MXL	m	0.073	0.073293172690763	172
European	MXL	m	0.38	0.381526104417671	172
African	MXL	m	0.045	0.0451807228915663	172
Native_American	PEL	f	0.423	0.475280898876404	172
European	PEL	f	0.001	0.00112359550561798	172
African	PEL	f	0.021	0.0235955056179775	172
Native_American	PEL	m	0.368	0.331531531531532	172
European	PEL	m	0.187	0.168468468468468	172
African	PEL	m	0	0	172
Native_American	PUR	f	0.126	0.135775862068966	172
European	PUR	f	0.245	0.264008620689655	172
African	PUR	f	0.093	0.100215517241379	172
Native_American	PUR	m	0	0	172
European	PUR	m	0.5	0.466417910447761	172
African	PUR	m	0.036	0.0335820895522388	172
Native_American	ACB	f	0.002	0.00199203187250996	173
European	ACB	f	0	0	173
African	ACB	f	0.5	0.49800796812749	173
Native_American	ACB	m	0	0	173
European	ACB	m	0.119	0.119477911646586	173
African	ACB	m	0.379	0.380522088353414	173
Native_American	ASW	f	0.029	0.0308510638297872	173
European	ASW	f	0.096	0.102127659574468	173
African	ASW	f	0.345	0.367021276595745	173
Native_American	ASW	m	0	0	173
European	ASW	m	0.099	0.0933962264150943	173
African	ASW	m	0.431	0.406603773584906	173
Native_American	CLM	f	0.258	0.258	173
European	CLM	f	0.169	0.169	173
African	CLM	f	0.073	0.073	173
Native_American	CLM	m	0	0	173
European	CLM	m	0.5	0.5	173
African	CLM	m	0	0	173
Native_American	MXL	f	0.412	0.433684210526316	173
European	MXL	f	0.054	0.0568421052631579	173
African	MXL	f	0.009	0.00947368421052632	173
Native_American	MXL	m	0	0	173
European	MXL	m	0.486	0.462857142857143	173
African	MXL	m	0.039	0.0371428571428571	173
Native_American	PEL	f	0.5	0.5	173
European	PEL	f	0	0	173
African	PEL	f	0	0	173
Native_American	PEL	m	0.265	0.265	173
European	PEL	m	0.193	0.193	173
African	PEL	m	0.042	0.042	173
Native_American	PUR	f	0.126	0.142212189616253	173
European	PUR	f	0.254	0.286681715575621	173
African	PUR	f	0.063	0.0711060948081264	173
Native_American	PUR	m	0	0	173
European	PUR	m	0.469	0.421762589928058	173
African	PUR	m	0.087	0.0782374100719424	173
Native_American	ACB	f	0.005	0.00495049504950495	174
European	ACB	f	0	0	174
African	ACB	f	0.5	0.495049504950495	174
Native_American	ACB	m	0	0	174
European	ACB	m	0.118	0.119191919191919	174
African	ACB	m	0.377	0.380808080808081	174
Native_American	ASW	f	0.028	0.0306345733041575	174
European	ASW	f	0.03	0.0328227571115974	174
African	ASW	f	0.399	0.436542669584245	174
Native_American	ASW	m	0	0	174
European	ASW	m	0.183	0.168508287292818	174
African	ASW	m	0.36	0.331491712707182	174
Native_American	CLM	f	0.238	0.23991935483871	174
European	CLM	f	0.193	0.194556451612903	174
African	CLM	f	0.065	0.0655241935483871	174
Native_American	CLM	m	0	0	174
European	CLM	m	0.5	0.497017892644135	174
African	CLM	m	0.003	0.00298210735586481	174
Native_American	MXL	f	0.495	0.46875	174
European	MXL	f	0	0	174
African	MXL	f	0.033	0.03125	174
Native_American	MXL	m	0.02	0.0211864406779661	174
European	MXL	m	0.443	0.469279661016949	174
African	MXL	m	0.009	0.00953389830508475	174
Native_American	PEL	f	0.5	0.470809792843691	174
European	PEL	f	0	0	174
African	PEL	f	0.031	0.0291902071563089	174
Native_American	PEL	m	0.274	0.292110874200426	174
European	PEL	m	0.186	0.198294243070362	174
African	PEL	m	0.009	0.00959488272921109	174
Native_American	PUR	f	0.13	0.153301886792453	174
European	PUR	f	0.209	0.246462264150943	174
African	PUR	f	0.085	0.100235849056604	174
Native_American	PUR	m	0	0	174
European	PUR	m	0.5	0.434027777777778	174
African	PUR	m	0.076	0.0659722222222222	174
Native_American	ACB	f	0.004	0.00396825396825397	175
European	ACB	f	0	0	175
African	ACB	f	0.5	0.496031746031746	175
Native_American	ACB	m	0	0	175
European	ACB	m	0.119	0.119959677419355	175
African	ACB	m	0.377	0.380040322580645	175
Native_American	ASW	f	0.003	0.0030060120240481	175
European	ASW	f	0.051	0.0511022044088176	175
African	ASW	f	0.445	0.445891783567134	175
Native_American	ASW	m	0.041	0.0409181636726547	175
European	ASW	m	0.168	0.167664670658683	175
African	ASW	m	0.292	0.291417165668663	175
Native_American	CLM	f	0.261	0.275316455696203	175
European	CLM	f	0.163	0.171940928270042	175
African	CLM	f	0.05	0.0527426160337553	175
Native_American	CLM	m	0	0	175
European	CLM	m	0.5	0.475285171102662	175
African	CLM	m	0.026	0.0247148288973384	175
Native_American	MXL	f	0.401	0.401803607214429	175
European	MXL	f	0.086	0.0861723446893788	175
African	MXL	f	0.012	0.0120240480961924	175
Native_American	MXL	m	0.078	0.0778443113772455	175
European	MXL	m	0.39	0.389221556886228	175
African	MXL	m	0.033	0.0329341317365269	175
Native_American	PEL	f	0.5	0.476190476190476	175
European	PEL	f	0	0	175
African	PEL	f	0.025	0.0238095238095238	175
Native_American	PEL	m	0.261	0.275316455696203	175
European	PEL	m	0.213	0.224683544303797	175
African	PEL	m	0	0	175
Native_American	PUR	f	0.134	0.148888888888889	175
European	PUR	f	0.233	0.258888888888889	175
African	PUR	f	0.083	0.0922222222222222	175
Native_American	PUR	m	0	0	175
European	PUR	m	0.5	0.454545454545455	175
African	PUR	m	0.05	0.0454545454545455	175
Native_American	ACB	f	0.005	0.00495049504950495	176
European	ACB	f	0	0	176
African	ACB	f	0.5	0.495049504950495	176
Native_American	ACB	m	0	0	176
European	ACB	m	0.122	0.122983870967742	176
African	ACB	m	0.374	0.377016129032258	176
Native_American	ASW	f	0.004	0.00399201596806387	176
European	ASW	f	0.108	0.107784431137725	176
African	ASW	f	0.389	0.388223552894212	176
Native_American	ASW	m	0.03	0.030060120240481	176
European	ASW	m	0.084	0.0841683366733467	176
African	ASW	m	0.385	0.385771543086172	176
Native_American	CLM	f	0.256	0.263374485596708	176
European	CLM	f	0.163	0.167695473251029	176
African	CLM	f	0.067	0.0689300411522634	176
Native_American	CLM	m	0	0	176
European	CLM	m	0.5	0.486381322957198	176
African	CLM	m	0.014	0.0136186770428016	176
Native_American	MXL	f	0.438	0.438	176
European	MXL	f	0.03	0.03	176
African	MXL	f	0.032	0.032	176
Native_American	MXL	m	0.016	0.016	176
European	MXL	m	0.469	0.469	176
African	MXL	m	0.015	0.015	176
Native_American	PEL	f	0.472	0.471057884231537	176
European	PEL	f	0	0	176
African	PEL	f	0.029	0.0289421157684631	176
Native_American	PEL	m	0.299	0.299599198396794	176
European	PEL	m	0.2	0.200400801603206	176
African	PEL	m	0	0	176
Native_American	PUR	f	0.128	0.134453781512605	176
European	PUR	f	0.239	0.251050420168067	176
African	PUR	f	0.109	0.114495798319328	176
Native_American	PUR	m	0	0	176
European	PUR	m	0.5	0.477099236641221	176
African	PUR	m	0.024	0.0229007633587786	176
Native_American	ACB	f	0.002	0.00199203187250996	177
European	ACB	f	0	0	177
African	ACB	f	0.5	0.49800796812749	177
Native_American	ACB	m	0	0	177
European	ACB	m	0.12	0.120481927710843	177
African	ACB	m	0.378	0.379518072289157	177
Native_American	ASW	f	0.024	0.0240963855421687	177
European	ASW	f	0.063	0.0632530120481928	177
African	ASW	f	0.411	0.412650602409639	177
Native_American	ASW	m	0	0	177
European	ASW	m	0.159	0.158366533864542	177
African	ASW	m	0.343	0.341633466135458	177
Native_American	CLM	f	0.255	0.274784482758621	177
European	CLM	f	0.162	0.174568965517241	177
African	CLM	f	0.047	0.0506465517241379	177
Native_American	CLM	m	0	0	177
European	CLM	m	0.5	0.466417910447761	177
African	CLM	m	0.036	0.0335820895522388	177
Native_American	MXL	f	0.453	0.448514851485149	177
European	MXL	f	0.052	0.0514851485148515	177
African	MXL	f	0	0	177
Native_American	MXL	m	0.045	0.0454545454545454	177
European	MXL	m	0.409	0.413131313131313	177
African	MXL	m	0.041	0.0414141414141414	177
Native_American	PEL	f	0.5	0.5	177
European	PEL	f	0	0	177
African	PEL	f	0	0	177
Native_American	PEL	m	0.248	0.248	177
European	PEL	m	0.217	0.217	177
African	PEL	m	0.035	0.035	177
Native_American	PUR	f	0.131	0.133401221995927	177
European	PUR	f	0.234	0.238289205702648	177
African	PUR	f	0.126	0.128309572301426	177
Native_American	PUR	m	0	0	177
European	PUR	m	0.5	0.491159135559921	177
African	PUR	m	0.009	0.00884086444007859	177
Native_American	ACB	f	0.004	0.00396825396825397	178
European	ACB	f	0	0	178
African	ACB	f	0.5	0.496031746031746	178
Native_American	ACB	m	0	0	178
European	ACB	m	0.123	0.123991935483871	178
African	ACB	m	0.373	0.376008064516129	178
Native_American	ASW	f	0.008	0.008	178
European	ASW	f	0.066	0.066	178
African	ASW	f	0.426	0.426	178
Native_American	ASW	m	0.051	0.051	178
European	ASW	m	0.126	0.126	178
African	ASW	m	0.323	0.323	178
Native_American	CLM	f	0.259	0.271488469601677	178
European	CLM	f	0.168	0.176100628930818	178
African	CLM	f	0.05	0.0524109014675052	178
Native_American	CLM	m	0	0	178
European	CLM	m	0.5	0.478011472275335	178
African	CLM	m	0.023	0.0219885277246654	178
Native_American	MXL	f	0.392	0.389662027833002	178
European	MXL	f	0.104	0.10337972166998	178
African	MXL	f	0.007	0.00695825049701789	178
Native_American	MXL	m	0.059	0.0594758064516129	178
European	MXL	m	0.4	0.403225806451613	178
African	MXL	m	0.037	0.0372983870967742	178
Native_American	PEL	f	0.5	0.495049504950495	178
European	PEL	f	0	0	178
African	PEL	f	0.005	0.00495049504950495	178
Native_American	PEL	m	0.277	0.27979797979798	178
European	PEL	m	0.205	0.207070707070707	178
African	PEL	m	0.013	0.0131313131313131	178
Native_American	PUR	f	0.133	0.133	178
European	PUR	f	0.238	0.238	178
African	PUR	f	0.129	0.129	178
Native_American	PUR	m	0	0	178
European	PUR	m	0.5	0.5	178
African	PUR	m	0	0	178
Native_American	ACB	f	0.004	0.00396825396825397	179
European	ACB	f	0	0	179
African	ACB	f	0.5	0.496031746031746	179
Native_American	ACB	m	0	0	179
European	ACB	m	0.105	0.105633802816901	179
African	ACB	m	0.392	0.394366197183099	179
Native_American	ASW	f	0	0	179
European	ASW	f	0.025	0.0250501002004008	179
African	ASW	f	0.474	0.474949899799599	179
Native_American	ASW	m	0.054	0.0538922155688623	179
European	ASW	m	0.17	0.169660678642715	179
African	ASW	m	0.277	0.276447105788423	179
Native_American	CLM	f	0.256	0.256	179
European	CLM	f	0.176	0.176	179
African	CLM	f	0.068	0.068	179
Native_American	CLM	m	0	0	179
European	CLM	m	0.5	0.5	179
African	CLM	m	0	0	179
Native_American	MXL	f	0.382	0.383534136546185	179
European	MXL	f	0.08	0.0803212851405622	179
African	MXL	f	0.036	0.036144578313253	179
Native_American	MXL	m	0.113	0.112549800796813	179
European	MXL	m	0.38	0.378486055776892	179
African	MXL	m	0.009	0.00896414342629482	179
Native_American	PEL	f	0.479	0.486788617886179	179
European	PEL	f	0	0	179
African	PEL	f	0.013	0.0132113821138211	179
Native_American	PEL	m	0.321	0.31532416502947	179
European	PEL	m	0.188	0.18467583497053	179
African	PEL	m	0	0	179
Native_American	PUR	f	0.128	0.130879345603272	179
European	PUR	f	0.241	0.246421267893661	179
