European	African	Native American	category
0.00282550310765631	-0.00272819124016799	-9.7311867488287e-05	high
0.00119179377681919	-0.00129005339725374	9.82596204345872e-05	high
0.00161938105310269	-0.00138657029202172	-0.000232810761080849	high
0.00124979286780505	-0.00118997542056309	-5.98174472418202e-05	high
0.00375598441802832	-0.00370477498048127	-5.12094375469223e-05	high
0.00168295260214936	-0.00149158913449676	-0.000191363467652557	high
0.00147930317233365	-0.00137380421055244	-0.000105498961781154	high
0.00370404190288345	-0.00369072085837296	-1.33210445103747e-05	high
0.000924137835093666	-0.000769588516089215	-0.00015454931900437	high
0.00180848659455651	-0.00168503710979306	-0.000123449484763356	high
0.00382903808076127	-0.00390887064289636	7.98325621351528e-05	high
0.00174141120785562	-0.00184954304318874	0.000108131835333248	high
-0.000388328016852693	0.000590873520168955	-0.000202545503316149	high
-8.72579763218362e-06	-0.000153828279616297	0.000162554077248588	high
0.00175140560177393	-0.00176511493565745	1.37093338835863e-05	high
0.00233672842762164	-0.00225172016492647	-8.50082626951375e-05	high
0.00142548954837468	-0.00129540345659129	-0.00013008609178326	high
0.0024618199930847	-0.00240126033372368	-6.05596593609842e-05	high
0.00271364386297932	-0.00262033669274375	-9.33071702354498e-05	high
0.00124610720876504	-0.00117190684868984	-7.42003600751693e-05	high
0.00240958412967016	-0.00230326241023204	-0.000106321719438071	high
0.0032336822328792	-0.0029317672008814	-0.000301915031997757	high
0.00232998215411349	-0.00244178189434796	0.000111799740234546	high
0.000900516740498847	-0.000852597616340933	-4.79191241578251e-05	high
0.00132900466488083	-0.00140083807982339	7.18334149426257e-05	high
0.00178845783874299	-0.00182162303843225	3.31651996893344e-05	high
0.00157942459844294	-0.00152029724938263	-5.91273490602173e-05	high
-0.000703004421723011	0.000736517654836622	-3.35132331134805e-05	high
0.000493849371318092	-0.000576650885326213	8.28015140081542e-05	high
0.00359315684817528	-0.00344641094124076	-0.000146745906934453	high
0.00153797488412111	-0.00166041290621077	0.000122438022089694	high
0.00168217940053375	-0.00176516815926719	8.29887587335456e-05	high
0.00280500448225618	-0.00276224641923062	-4.27580630255296e-05	high
-0.000700564193023376	0.000725975144867164	-2.54109518437184e-05	high
0.00235327235665528	-0.00236193837208898	8.6660154338114e-06	high
0.00319855389839432	-0.00335838507591835	0.000159831177524132	high
0.000949643821788568	-0.0010044183403497	5.47745185612413e-05	high
0.00334987181574278	-0.00338188891399549	3.20170982527762e-05	high
0.00249276381465924	-0.00255089313872237	5.81293240632576e-05	high
0.00164637089957023	-0.00139039392709472	-0.000255976972475407	high
0.00240782157957205	-0.00248131607653568	7.34944969636789e-05	high
0.000426700975399777	-0.000455207891963627	2.850691656393e-05	high
0.00271427513705426	-0.00241493932204895	-0.000299335815005276	high
0.00349344976633625	-0.00355331404555248	5.98642792163425e-05	high
0.00218307265398483	-0.00230945763885215	0.00012638498486741	high
0.00160356779846763	-0.00164893845651104	4.53706580435375e-05	high
0.00290808357617563	-0.00274048995905796	-0.000167593617117592	high
0.00133873926535789	-0.00109545281167323	-0.000243286453684571	high
0.00258503737529815	-0.00258850624869988	3.4688734017619e-06	high
0.00200108070895176	-0.00175934213674245	-0.000241738572209221	high
0.00265264780438503	-0.00247681838496272	-0.00017582941942226	high
0.00231908295192906	-0.00241361823809461	9.45352861656257e-05	high
0.00232093750630787	-0.00235940971174797	3.84722054402181e-05	high
0.00192896814643578	-0.00169415459094147	-0.000234813555494252	high
0.000888991253115631	-0.000850495542574437	-3.84957105410526e-05	high
0.000103649082914464	-8.7231470586091e-05	-1.64176123283351e-05	high
0.000465156112908829	-0.000444412036066599	-2.0744076842133e-05	high
0.00168139301316046	-0.0017252664431362	4.38734299758378e-05	high
0.00140401471844541	-0.00108142060640515	-0.000322594112040147	high
0.00262753059128874	-0.00269627779536319	6.87472040745638e-05	high
0.00179128527156575	-0.00189249475256548	0.000101209480999764	high
0.00167830119384298	-0.00172625201001919	4.79508161763068e-05	high
0.0035465885563174	-0.00347958694778205	-6.70016085352349e-05	high
0.00305622339337569	-0.00304285580007146	-1.33675933041127e-05	high
0.00285227369564373	-0.00288918569269359	3.69119970499952e-05	high
0.00231438782991399	-0.00233038287626941	1.59950463554971e-05	high
0.00143655527969505	-0.00140599157721388	-3.05637024810828e-05	high
0.00326763045900738	-0.0033687954436904	0.000101164984683091	high
0.00184921776013566	-0.00184069925279085	-8.5185073447399e-06	high
0.000554251892269125	-0.00069979208222215	0.000145540189953055	high
0.00120826471408272	-0.00126193886189885	5.36741478162298e-05	high
0.000296472075676957	-0.000330586464860838	3.41143891839438e-05	high
0.000628008605241925	-0.000606934168713491	-2.10744365283701e-05	high
0.00390471309799872	-0.00391594369527593	1.12305972772304e-05	high
0.00272457257321752	-0.00271589196998101	-8.68060323645781e-06	high
0.00198097408290789	-0.0020389068500295	5.79327671217239e-05	high
0.00217784695308333	-0.00199596327383056	-0.000181883679252761	high
0.00171921205621081	-0.00173234668368893	1.31346274782323e-05	high
0.00125088150939373	-0.00123107212860918	-1.98093807845245e-05	high
0.00206675963288343	-0.00228068108278423	0.000213921449900911	high
0.00149037353042369	-0.00162066937881511	0.000130295848391498	high
0.00308759950146877	-0.00289656006398575	-0.000191039437482925	high
0.000416886533332841	-0.000362516500978294	-5.43700323545043e-05	high
-0.000190235220490775	0.000327481460221657	-0.000137246239730793	high
0.00141339772232167	-0.00125942102007137	-0.000153976702250223	high
-0.000253130156120218	0.000461383274643845	-0.000208253118523495	high
0.00223101392633222	-0.00214511924354099	-8.58946827911739e-05	high
0.00194433253848404	-0.00199770066979899	5.33681313149761e-05	high
0.00196476277799508	-0.00204703684781371	8.22740698187326e-05	high
0.00110171936448904	-0.00116017235550769	5.84529910187034e-05	high
0.00195862624865357	-0.00185397969760048	-0.000104646551053019	high
9.35752217612468e-05	-0.000132076828440408	3.8501606679198e-05	high
0.00153317528860783	-0.00147653161441963	-5.6643674188098e-05	high
0.00160170427507489	-0.00145701471753368	-0.000144689557541154	high
0.00303338647590722	-0.00292863767871721	-0.000104748797189953	high
0.00104132636322261	-0.00110430122318039	6.29748599578171e-05	high
0.00117621712736438	-0.00108144988793546	-9.47672394288786e-05	high
0.0018561739354374	-0.00188797242412031	3.17984886829444e-05	high
0.00128910112209797	-0.00114938237099171	-0.000139718751106166	high
0.0014361815322898	-0.00115286895533306	-0.000283312576956683	high
0.00148515751115133	-0.00143009066224808	-5.5066848903159e-05	high
0.00128365742918721	-0.00132491226565779	4.12548364706489e-05	high
0.00273076536842358	-0.00264853493863726	-8.22304297862734e-05	high
0.00275824083141364	-0.00270338422912508	-5.48566022884819e-05	high
0.00331475039071683	-0.00316256929352621	-0.000152181097190538	high
0.00135746087474671	-0.00140555941454923	4.80985398025793e-05	high
0.00319872445716095	-0.00321533573651711	1.66112793562653e-05	high
0.00225138971664091	-0.00209504205109234	-0.000156347665548531	high
0.00229531885263985	-0.00236105831231348	6.57394596737162e-05	high
0.00195433371449029	-0.0018233207898527	-0.000131012924637512	high
5.26922341543556e-05	7.18223176998656e-05	-0.000124514551854178	high
0.00184673329782835	-0.00173978930295782	-0.000106943994870464	high
0.00218794900324069	-0.00203305332689985	-0.00015489567634076	high
0.00150305839896517	-0.00152890566619979	2.58472672347247e-05	high
1.37364150832875e-05	0.000294869899670092	-0.000308606314753343	high
0.000457503109305757	-0.000309814335858416	-0.000147688773447282	high
0.00259107158115726	-0.00238722253854806	-0.00020384904260917	high
0.00155704966397521	-0.00144359009922479	-0.000113459564750335	high
0.00316313230294611	-0.00323706542770374	7.39331247577094e-05	high
0.00262204129064736	-0.00236227058564897	-0.000259770704998288	high
0.000572525256250983	-0.000382283352958646	-0.000190241903292301	high
0.000743092620026448	-0.000582649254179946	-0.000160443365846388	high
0.000184472205916955	-0.000118004687041595	-6.64675188752767e-05	high
0.00350914632757612	-0.00359100498731935	8.18586597433266e-05	high
0.00250258171769792	-0.00229545514249052	-0.000207126575207321	high
0.0014806468425303	-0.00129508769273323	-0.000185559149796982	high
0.000313175358373718	-0.000169275806036318	-0.000143899552337333	high
0.00236943218429921	-0.00230702697715568	-6.24052071433855e-05	high
0.00108415442538035	-0.0011762511343153	9.20967089350598e-05	high
0.00266905947531176	-0.00230643303475109	-0.000362626440560608	high
0.00221424677090858	-0.00237674795521325	0.000162501184304793	high
-9.04446317069041e-05	0.000332025574027894	-0.000241580942320956	high
0.00112240471431729	-0.00111300982370155	-9.39489061568995e-06	high
0.00254454739463229	-0.00231529750599935	-0.000229249888632885	high
0.00142631924161897	-0.00129615030073016	-0.000130168940888777	high
0.00190384130354697	-0.00190771124920219	3.86994565526426e-06	high
0.000583941020674633	-0.000594580456914295	1.06394362397039e-05	high
0.00192760836671815	-0.00170792859199898	-0.000219679774719133	high
0.000462544624716704	-0.000388015261829744	-7.4529362886884e-05	high
-3.2516087466225e-05	7.90477860945771e-06	2.4611308856802e-05	high
0.000362220453834453	-0.000215375648454752	-0.000146844805379609	high
0.00175370044323261	-0.00172147802022937	-3.22224230031743e-05	high
0.00252387767499286	-0.00239917326668959	-0.00012470440830319	high
0.00234351085180326	-0.00234613513967352	2.62428787029152e-06	high
0.00160166953787408	-0.00146121198146509	-0.000140457556408943	high
-1.93482499288578e-05	0.000284846118540849	-0.000265497868611884	high
0.0006772134362419	-0.000559321736158691	-0.000117891700083148	high
0.000833109326658435	-0.000759955295530079	-7.31540311283158e-05	high
0.000339876339899056	-0.000251070952487331	-8.88053874116921e-05	high
0.000570564045078631	-0.000355822700712882	-0.000214741344365705	high
0.00204193779732458	-0.00186359254366508	-0.000178345253659382	high
0.00395451583494902	-0.00386334535742339	-9.11704775255328e-05	high
7.3119777234551e-05	0.00019853945923809	-0.000271659236472613	high
0.00412409480740396	-0.00404106589983189	-8.30289075719973e-05	high
0.00189306112537815	-0.00179149573101445	-0.000101565394363561	high
0.00151659652853119	-0.00150754902547834	-9.04750305277813e-06	high
0.00178646563512988	-0.00156409521034451	-0.000222370424785338	high
0.00205853833097205	-0.00182666038923063	-0.000231877941741362	high
-0.000225820510442301	0.000314622518414631	-8.88020079722416e-05	high
0.00294451029379857	-0.00309847057404911	0.000153960280250595	high
-0.000372032596105201	0.000428893059702951	-5.68604635977025e-05	high
0.00204044416700788	-0.00202111979283637	-1.93243741714137e-05	high
0.00307114004443532	-0.00324713613053729	0.000175996086102095	high
0.00213855402838381	-0.00220889144823222	7.03374198484878e-05	high
0.00190993665108435	-0.00175471632044155	-0.000155220330642752	high
0.000842060806146391	-0.000723140048355497	-0.000118920757790818	high
0.00253816812988002	-0.00258412644557571	4.59583156957929e-05	high
0.000418203342691617	-0.000456775771880635	3.85724291891276e-05	high
0.00170004517229465	-0.00168352545920769	-1.65197130869103e-05	high
-0.000750861205870257	0.000694851441854993	5.60097640152999e-05	high
0.00100820240501055	-0.000903889285391313	-0.00010431311961921	high
0.00142479136569665	-0.00137916290107354	-4.56284646230352e-05	high
0.00216183896761604	-0.0020508031739539	-0.000111035793662104	high
0.00162054392073463	-0.00160479269804537	-1.57512226892278e-05	high
0.00247472772089201	-0.00245286015364399	-2.18675672479778e-05	high
0.00205433973599072	-0.00218622734778162	0.000131887611791011	high
0.000663921182083319	-0.000486540703994676	-0.000177380478088565	high
0.00360625463302038	-0.00345294738445723	-0.00015330724856308	high
0.0019582076432291	-0.00159894562079699	-0.000359262022432034	high
0.00342200105087674	-0.00355836832571221	0.000136367274835595	high
0.0013705348185763	-0.00125370554779447	-0.000116829270781741	high
0.00205527606818454	-0.001931564242176	-0.00012371182600843	high
0.00396031452007178	-0.00381203732606794	-0.000148277194003774	high
0.00313263381051522	-0.00294621698693809	-0.00018641682357703	high
0.00244875110964991	-0.00240252904930882	-4.62220603410085e-05	high
0.00124960180636208	-0.00123610873639957	-1.34930699624003e-05	high
0.00250198724402791	-0.00237964810693569	-0.000122339137092196	high
0.00238613489845292	-0.00226114027955682	-0.000124994618896068	high
0.00120974310004576	-0.00118929967156789	-2.04434284778107e-05	high
0.00190623823980926	-0.00178170252560861	-0.000124535714200562	high
0.00110916896140707	-0.000889216846910901	-0.00021995211449609	high
0.00132543074228632	-0.00118977058800951	-0.000135660154276759	high
0.00154623575510666	-0.00146170368042808	-8.45320746785099e-05	high
0.000930645030057645	-0.000713337561191962	-0.000217307468865611	high
0.0027572977654189	-0.00267006666735459	-8.72310980642114e-05	high
0.00140119136518903	-0.00137629715582854	-2.48942093603842e-05	high
0.000498453002208632	-0.000443877891569522	-5.45751106389922e-05	high
0.00156883636376835	-0.00132261217172414	-0.000246224192044116	high
0.00276352433750884	-0.00256659383710922	-0.000196930500399576	high
0.00262601820335189	-0.00264748155982775	2.14633564759245e-05	high
0.00395887067892743	-0.00367954454354513	-0.000279326135382212	high
0.00207743142020886	-0.00204634398417247	-3.10874360363311e-05	high
0.0023519258776095	-0.00212030235981697	-0.000231623517792396	high
0.00388376272864893	-0.00373597352819788	-0.000147789200450919	high
0.0020691185647323	-0.00221875131612181	0.000149632751389638	high
0.00509133357748023	-0.00506808471811981	-2.32488593603798e-05	high
0.00201143166692284	-0.00199544954512343	-1.5982121799327e-05	high
0.00150242365331846	-0.00159931510775735	9.68914544389535e-05	high
0.00319946055446607	-0.00324264708531918	4.31865308531485e-05	high
0.00119404519337139	-0.00126268790752015	6.86427141488675e-05	high
0.00112591244412885	-0.00112312643053736	-2.78601359144856e-06	high
0.00207198434783051	-0.00190808583235869	-0.000163898515471718	high
0.00250875925900285	-0.00244039597050338	-6.83632884993356e-05	high
0.00239175722428621	-0.00231561399247182	-7.61432318143636e-05	high
0.00183729749848122	-0.00166415046526436	-0.000173147033216799	high
0.00299762047348896	-0.00306349544399043	6.5874970501598e-05	high
0.00190987582340374	-0.00189233980428649	-1.75360191171127e-05	high
0.00471739194703177	-0.00458629017893197	-0.000131101768099735	high
0.000825587571740727	-0.000622647183739833	-0.000202940388000847	high
-0.000502062246717075	0.0006317425590463	-0.000129680312329199	high
0.00113114985425682	-0.00128573919913044	0.000154589344873694	high
0.00342896228205088	-0.0033292848953026	-9.96773867482578e-05	high
0.00133186069743826	-0.00127204668661474	-5.98140108235019e-05	high
0.00107385742372114	-0.00114170399038338	6.78465666622986e-05	high
0.00134316176583003	-0.00112546135080915	-0.000217700415020764	high
0.00199787282692143	-0.00185458812748729	-0.000143284699434027	high
0.00155299997790118	-0.00140587338771569	-0.000147126590185398	high
0.00257533505841545	-0.00244626691795913	-0.000129068140456285	high
0.00153928283785978	-0.001417280061767	-0.000122002776092693	high
0.00335870584654931	-0.00322815330353798	-0.000130552543011293	high
0.000732178403124395	-0.000687580919448094	-4.45974836762123e-05	high
0.00176080858917121	-0.00150852464663109	-0.000252283942540035	high
0.00345118782027366	-0.00324342873684369	-0.00020775908342984	high
0.00115886934955174	-0.0011041727963671	-5.46965531845883e-05	high
0.0022619239400043	-0.00226775485491382	5.83091490955964e-06	high
0.0020961935596646	-0.00218608367233886	8.98901126743894e-05	high
0.00274756770628447	-0.00265968674249284	-8.78809637915347e-05	high
0.00158038168138555	-0.00149167499978808	-8.87066815973905e-05	high
0.000773453069084468	-0.00061923200453784	-0.000154221064546505	high
0.000419989929671127	-0.000401152450415387	-1.88374792556185e-05	high
0.00234754602910983	-0.00217239368765365	-0.000175152341456084	high
0.00193300822055069	-0.00186126115805185	-7.17470624987757e-05	high
0.00214056571478806	-0.00209368667583965	-4.68790389483182e-05	high
0.00309676414371729	-0.00304498766879979	-5.1776474917423e-05	high
0.00208458680846588	-0.00202616710232117	-5.84197061446329e-05	high
0.00166462132327226	-0.00175760672329228	9.29854000200451e-05	high
0.00185015740221812	-0.00181823928589386	-3.19181163242095e-05	high
0.00331556962704661	-0.00314091319726373	-0.000174656429782755	high
0.00306203747614467	-0.0030220996448268	-3.99378313177389e-05	high
0.00177324052444693	-0.00177034139786825	-2.89912657856946e-06	high
0.00117846404704385	-0.00112786313858437	-5.06009084593716e-05	high
0.00424562913757601	-0.00405750668618288	-0.000188122451393052	high
0.00159210898064534	-0.0013765650918679	-0.000215543888777344	high
0.00106980947050711	-0.00101195438836965	-5.78550821374261e-05	high
0.00026964289281195	-0.000149234730678294	-0.000120408162133602	high
0.00188388368895122	-0.0019087207825399	2.48370935888257e-05	high
0.00338032379463295	-0.00322672460588769	-0.000153599188745239	high
0.000633851915635184	-0.000566070892843662	-6.77810227914678e-05	high
0.00401143641248228	-0.00378485732408418	-0.000226579088398042	high
0.00162511384668808	-0.00149480153264758	-0.00013031231404043	high
0.000742627382139108	-0.000737588293443503	-5.0390886955163e-06	high
0.00378152319337952	-0.00391126939318265	0.000129746199803221	high
0.00126657378892199	-0.00125223737287428	-1.43364160476549e-05	high
0.00187935575062333	-0.00186480955040846	-1.45462002147274e-05	high
0.00345198972500968	-0.0033099029941448	-0.000142086730864761	high
0.00359785228091893	-0.00373589574292643	0.000138043462007628	high
0.00255568033850517	-0.00241594113163701	-0.00013973920686808	high
0.00143651610584311	-0.00127559551189882	-0.000160920593944267	high
0.00117454707715967	-0.00115404474956837	-2.05023275912288e-05	high
0.00300869643436402	-0.0027443991799293	-0.000264297254434666	high
-0.000140084911355906	0.000151741812058015	-1.16569007020881e-05	high
0.0023680591413192	-0.00233692570851873	-3.11334328004335e-05	high
0.00329100262820399	-0.00307881081768913	-0.000212191810514755	high
0.001798860610034	-0.00172348015747326	-7.5380452560652e-05	high
0.00233337569332594	-0.0022592016767633	-7.41740165625254e-05	high
0.000495925693629412	-0.000515299823260484	1.93741296311018e-05	high
0.000175982838624689	-4.61618636575789e-05	-0.000129820974967091	high
0.00179602137264891	-0.00180079788115151	4.77650850270323e-06	high
0.000621787980313995	-0.000396885167631145	-0.000224902812682762	high
0.00225650082154179	-0.00207557496607369	-0.000180925855468053	high
0.000539017914917811	-0.000380560903480709	-0.000158457011436991	high
0.00116955589437455	-0.00117545443020395	5.89853582950821e-06	high
0.00349941163237617	-0.00337799010491113	-0.000121421527464914	high
0.00212167380326442	-0.00170083629431506	-0.000420837508949324	high
0.00154477224458803	-0.00157660315499586	3.18309104078724e-05	high
0.00236803053739453	-0.00226720843585404	-0.000100822101540415	high
0.00114646264161225	-0.00113933329848515	-7.12934312699885e-06	high
-3.32463959822893e-05	0.000145269839702311	-0.000112023443719921	high
0.000874774945727353	-0.00090553703200047	3.07620862731971e-05	high
0.00105382283267706	-0.000819535055013643	-0.000234287777663369	high
